"name","rating","region"
"Leeuwin Estate Siblings Sauvignon Blanc Semillon 2016","89.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2003","88.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2007","90.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2004","89.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2012","90.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2014","91.0","Margaret River, Western Australia, Australia"
"Leeuwin Estate Siblings Shiraz 2013","90.0","Margaret River, Western Australia, Australia"
"Left Coast Cellars Cali's Cuvee Pinot Noir 2006","91.0","Willamette Valley, Oregon"
"Left Coast Cellars Cali's Cuvee Pinot Noir 2013","90.0","Willamette Valley, Oregon"
"Left Coast Cellars Cali's Cuvee Pinot Noir 2014","91.0","Willamette Valley, Oregon"
"Left Coast Cellars Cali's Cuvee Pinot Noir 2016","90.0","Willamette Valley, Oregon"
"Left Coast Cellars Latitude 45 Pinot Noir 2014","92.0","Willamette Valley, Oregon"
"Left Coast Cellars The Orchards Pinot Gris 2009","90.0","Willamette Valley, Oregon"
"Legacy Red 2013","95.0","Alexander Valley, Sonoma County, California"
"Legaris Crianza 2005","90.0","Ribera del Duero, Spain"
"Legaris Crianza 2009","90.0","Ribera del Duero, Spain"
"Legaris Crianza 2010","90.0","Ribera del Duero, Spain"
"Legaris Crianza 2012","90.0","Ribera del Duero, Spain"
"Lemelson Chardonnay Reserve 2012","91.0","Oregon"
"Lemelson Dry Riesling 2008","90.0","Willamette Valley, Oregon"
"Lemelson Dry Riesling 2009","91.0","Willamette Valley, Oregon"
"Lemelson Dry Riesling 2012","90.0","Willamette Valley, Oregon"
"Lemelson Jerome Reserve Pinot Noir 2012","91.0","Willamette Valley, Oregon"
"Lemelson Dry Riesling 2015","89.0","Dundee Hills, Willamette Valley, Oregon"
"Lemelson Meyer Vineyard Pinot Noir 2012","91.0","Dundee Hills, Willamette Valley, Oregon"
"Lemelson Meyer Vineyard Pinot Noir 2015","90.0","Dundee Hills, Willamette Valley, Oregon"
"Lemelson Stermer Vineyard Pinot Noir 2014","92.0","Yamhill-Carlton District, Willamette Valley, Oregon"
"Lemelson Thea's Select Pinot Noir 2000","88.0","Oregon"
"Lemelson Thea's Select Pinot Noir 2006","90.0","Willamette Valley, Oregon"
"Lemelson Thea's Select Pinot Noir 2012","90.0","Oregon"
"Lemelson Thea's Select Pinot Noir 2014","92.0","Willamette Valley, Oregon"
"Lemelson Thea's Select Pinot Noir 2015","91.0","Willamette Valley, Oregon"
"Lengs and Cooter Shiraz The Victor 2005","90.0","McLaren Vale, South Australia, Australia"
"Lengs and Cooter Shiraz The Victor 2006","91.0","McLaren Vale, South Australia, Australia"
"Lengs and Cooter The Victor 2002","90.0","Australia"
"Leo Steen Ascona Vineyard Cabernet Franc 2017","91.0","Santa Cruz Mountains, California"
"Leo Steen Jurassic Vineyard Chenin Blanc 2012","94.0","Santa Ynez Valley, Santa Barbara, Central Coast, California"
"Leo Steen Jurassic Vineyard Chenin Blanc 2013","94.0","Santa Ynez Valley, Santa Barbara, Central Coast, California"
"Leo Steen Chardonnay 2015","94.0","Santa Cruz Mountains, California"
"Leo Steen Jurassic Vineyard Chenin Blanc 2015","93.0","Santa Ynez Valley, Santa Barbara, Central Coast, California"
"Leo Steen Jurassic Vineyard Chenin Blanc 2016","90.0","Santa Ynez Valley, Santa Barbara, Central Coast, California"
"Leo Steen Peaberry Chenin Blanc 2016","93.0","Mendocino, California"
"Leo Steen Provisor Vineyard Grenache 2016","90.0","Dry Creek Valley, Sonoma County, California"
"Leo Steen Provisor Vineyard Grenache 2015","93.0","Dry Creek Valley, Sonoma County, California"
"Leo Steen Saini Vineyard Chenin Blanc 2015","92.0","Dry Creek Valley, Sonoma County, California"
"Leo Steen Saini Vineyard Chenin Blanc 2016","90.0","Dry Creek Valley, Sonoma County, California"
"Leo Steen Scala Vineyard Syrah 2013","93.0","Sonoma Mountain, Sonoma Valley, Sonoma County, California"
"Leone de Castris Primitivo di Manduria Villa Santera 2009","90.0","Italy"
"Leone de Castris Salice Salentino Riserva 2006","90.0","Italy"
"Leone de Castris Salice Salentino Riserva 2007","91.0","Italy"
"Leone de Castris Salice Salentino Riserva 2010","89.0","Puglia, Italy"
"Leone de Castris Salice Salentino Riserva 2011","91.0","Puglia, Italy"
"Leone de Castris Salice Salentino Riserva 2014","89.0","Italy"
"Leone de Castris Salice Salentino Riserva 2015","89.0","Italy"
"Leonetti Cabernet Sauvignon (1.5 Liter Magnum) 2014","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leone de Castris Verdeca Bianco Messapia 2009","90.0","Italy"
"Leonetti Cabernet Sauvignon 1994","91.0","Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 1995","91.0","Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 1997","90.0","Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 1998","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2001","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2000","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2005","94.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2010","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2011","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2012","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2013","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2014","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon 2015","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon (damaged label) 2007","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Cabernet Sauvignon (damaged label) 2009","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 1993","91.0","Washington"
"Leonetti Merlot 1995","90.0","Columbia Valley, Washington"
"Leonetti Merlot 1997","91.0","Columbia Valley, Washington"
"Leonetti Merlot 1998","93.0","Columbia Valley, Washington"
"Leonetti Merlot 1999","92.0","Columbia Valley, Washington"
"Leonetti Merlot 2001","90.0","Columbia Valley, Washington"
"Leonetti Merlot 2003","95.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2004","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2005","94.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2007","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2006","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2008","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2012","94.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2010","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2013","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2015","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2014","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot 2016","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Merlot (loose foil capsule) 2000","91.0","Columbia Valley, Washington"
"Leonetti Merlot (scuffed labels) 2011","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 1998","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2002","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2005","97.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2000","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2006","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2011","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2012","94.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2014","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2013","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve 2015","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve (torn label) 2007","96.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Reserve (torn label) 2008","93.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2005","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2000","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2006","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2007","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2008","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2009","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2011","90.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2010","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2013","91.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2012","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Sangiovese 2014","92.0","Walla Walla Valley, Columbia Valley, Washington"
"Leonetti Seven Hills Vineyard Reserve Cabernet Sauvignon 1996","90.0","Columbia Valley, Washington"
"Les Alexandrins Cornas 2016","91.0","Cornas, Rhone, France"
"Les Alexandrins Domaine Crozes-Hermitage 2016","91.0","Crozes-Hermitage, Rhone, France"
"Les Alexandrins Domaine Saint-Joseph 2015","91.0","Saint-Joseph, Rhone, France"
"Les Alexandrins Domaine Saint-Joseph 2016","90.0","Saint-Joseph, Rhone, France"
"Les Alexandrins Maison Crozes-Hermitage 2016","93.0","Crozes-Hermitage, Rhone, France"
"Les Alexandrins Syrah 2018","90.0","Vin de France, France"
"Les Alexandrins Terrasses de l'Eridan Cotes du Rhone Blanc 2017","89.0","Cotes du Rhone, Rhone, France"
"Les Alexandrins Terrasses de l'Eridan Cotes du Rhone Rouge 2017","89.0","Cotes du Rhone, Rhone, France"
"Les Asteries 2005","90.0","St. Emilion, Bordeaux, France"
"Les Asteries 2007","90.0","St. Emilion, Bordeaux, France"
"Les Asteries 2008","93.0","St. Emilion, Bordeaux, France"
"Les Asteries 2009","92.0","St. Emilion, Bordeaux, France"
"Les Asteries 2011","93.0","St. Emilion, Bordeaux, France"
"Les Asteries 2010","94.0","St. Emilion, Bordeaux, France"
"Les Clefs d'Or Les Craus Centenaires 2015","93.0","Chateauneuf-du-Pape, Rhone, France"
"Les Clefs d'Or Les Craus Centenaires 2009","92.0","Chateauneuf-du-Pape, Rhone, France"
"Les Clefs d'Or Les Craus Centenaires 2010","92.0","Chateauneuf-du-Pape, Rhone, France"
"Les Cretes Coteau La Tour 2008","93.0","Italy"
"Les Cretes Le Sommet Nebbiolo 2016","91.0","Valle d'Aosta, Italy"
"Les Cretes Les Abeilles 2006","91.0","Valle d'Aosta, Italy"
"Les Cretes Valle d'Aosta Chardonnay 2010","92.0","Italy"
"Les Cretes Valle d'Aosta Cuvee Bois Chardonnay 2016","94.0","Valle d'Aosta, Italy"
"Les Forts de Latour 1996","90.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 1999","90.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 2000","92.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 2001","90.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 2005","91.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 2008","90.0","Pauillac, Bordeaux, France"
"Les Forts de Latour 2009","93.0","Pauillac, Bordeaux, France"
"Les Garrigues Cotes du Rhone 2017","91.0","Cotes du Rhone, Rhone, France"
"Les Halos de Jupiter Chateauneuf-du-Pape 2009","93.0","Chateauneuf-du-Pape, Rhone, France"
"Les Halos de Jupiter Chateauneuf-du-Pape Adrastee 2009","92.0","Chateauneuf-du-Pape, Rhone, France"
"Les Halos de Jupiter Cotes du Rhone 2010","92.0","Cotes du Rhone, Rhone, France"
"Les Hauts de Lagarde Bordeaux Blanc 2013","91.0","Bordeaux, France"
"Les Quatre Tours Coteaux d'Aix en Provence 2016","89.0","Coteaux d'Aix-en-Provence, Provence, South of France, France"
"Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2008","90.0","Cotes du Rhone, Rhone, France"
"Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2009","90.0","Cotes du Rhone, Rhone, France"
"Les Vignerons de Tautavel Cotes du Roussillon Villages Tautavel Silex 2012","95.0","Cotes du Roussillon-Tautavel, Ctes du Roussillon-Villages, Roussillon, South of France, France"
"Les Vignerons d'Estezargues La Granacha Cotes du Rhone Villages Signargues 2007","91.0","Cotes du Rhone, Rhone, France"
"Les Vins Breban L'Opale de La Presqu'ile de St-Tropez Provence 2012","90.0","Provence, South of France, France"
"Les Vignes Oublies Coteaux du Languedoc Terrasses du Larzac 2014","91.0","Terrasses du Larzac, Languedoc, South of France, France"
"L'Esprit de Chevalier Pessac Leognan 2000","89.0","Pessac-Leognan, Bordeaux, France"
"Leth Steinagrund Gruner Veltliner 2007","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2008","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2010","91.0","Austria"
"Leth Steinagrund Gruner Veltliner 2012","88.0","Austria"
"Leth Steinagrund Gruner Veltliner 2015","91.0","Austria"
"Leth Steinagrund Gruner Veltliner 2016","90.0","Austria"
"Leth Steinagrund Gruner Veltliner 2017","90.0","Austria"
"Levendi River South Ranch Pinot Noir 2013","91.0","Russian River, Sonoma County, California"
"Levendi Stagecoach Cabernet Sauvignon 2008","94.0","Napa Valley, California"
"Levendi Sweeney Ranch Chardonnay 2010","93.0","Napa Valley, California"
"Levet La Chavaroche Cote Rotie 2013","94.0","Cote Rotie, Rhone, France"
"Levet Les Journaries Cote Rotie 2010","94.0","Cote Rotie, Rhone, France"
"Leviathan (1.5 Liter Magnum) 2016","92.0","California"
"Leviathan 2010","91.0","California"
"Leviathan 2011","90.0","North Coast, California"
"Levy & McClellan Proprietary Red 2004","95.0","Napa Valley, California"
"Levy & McClellan Proprietary Red 2005","95.0","Napa Valley, California"
"Lewelling Cabernet Sauvignon 2000","90.0","Napa Valley, California"
"Lewelling Cabernet Sauvignon 2005","92.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2001","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2006","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2007","95.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2009","93.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2010","92.0","St. Helena, Napa Valley, California"
"Lewelling Cabernet Sauvignon 2012","92.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2003","94.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2005","94.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2006","94.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2009","95.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2008","98.0","Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2007","98.0","St. Helena, Napa Valley, California"
"Lewelling Wight Vineyard Cabernet Sauvignon 2010","94.0","St. Helena, Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2002","96.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2003","91.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2007","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2009","94.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2005","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2010","93.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2014","92.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2013","94.0","Napa Valley, California"
"Lewis Cellars Alec's Blend Red 2017","92.0","Napa Valley, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2006","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2008","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2009","91.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2015","90.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2014","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Barcaglia Lane Chardonnay 2017","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Cabernet Sauvignon 2002","96.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2004","93.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2005","91.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2012","94.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2015","93.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2014","94.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2013","95.0","Napa Valley, California"
"Lewis Cellars Cabernet Sauvignon 2017","92.0","Napa Valley, California"
"Lewis Cellars Cuvee L 2005","95.0","Napa Valley, California"
"Lewis Cellars Cuvee L 2006","93.0","Napa Valley, California"
"Lewis Cellars Cuvee L Cabernet Sauvignon 2014","95.0","Napa Valley, California"
"Lewis Cellars Cuvee L Cabernet Sauvignon 2015","96.0","Napa Valley, California"
"Lewis Cellars Hillstone Vineyard Cabernet Sauvignon 2014","94.0","Rutherford, Napa Valley, California"
"Lewis Cellars Hudson Vineyards Syrah 2006","91.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2003","93.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2015","91.0","Napa Valley, California"
"Lewis Cellars Mason's Cabernet Sauvignon 2018","92.0","Napa Valley, California"
"Lewis Cellars Merlot 2000","91.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2008","91.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2015","92.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2014","95.0","Napa Valley, California"
"Lewis Cellars Napa Valley Chardonnay 2016","92.0","Napa Valley, California"
"Lewis Cellars Napa Valley Syrah 2006","93.0","Napa Valley, California"
"Lewis Cellars Napa Valley Syrah 2007","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2011","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5 Liter Magnum) 2016","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (1.5L Magnum) 2004","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 1995","90.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2000","91.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2005","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2006","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2007","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2008","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2009","94.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2010","96.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2011","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2015","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2014","95.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon 2016","93.0","Napa Valley, California"
"Lewis Cellars Reserve Cabernet Sauvignon (scuffed labels) 2012","96.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2008","93.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2015","92.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2018","93.0","Napa Valley, California"
"Lewis Cellars Reserve Chardonnay 2017","93.0","Napa Valley, California"
"Lewis Cellars Reserve Merlot 1995","92.0","Napa Valley, California"
"Lewis Cellars Sauvignon Blanc 2016","90.0","Napa Valley, California"
"Lewis Cellars Sauvignon Blanc 2018","92.0","Napa Valley, California"
"Lewis Cellars Sonoma Chardonnay 2014","93.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Chardonnay 2015","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Chardonnay 2017","92.0","Russian River, Sonoma County, California"
"Lewis Cellars Sonoma Valley Chardonnay 2008","91.0","Sonoma County, California"
"Lewis Cellars Syrah Ethan's Blend 2005","92.0","California"
"Lewis Cellars Syrah Ethan's Blend 2014","93.0","California"
"Lewis Cellars Syrah Ethan's Blend 2009","94.0","California"
"Lexington Apex Red 2011","91.0","Santa Cruz Mountains, California"
"Lexington Gist Ranch Cabernet Sauvignon 2011","91.0","Santa Cruz Mountains, California"
